"library_gene"," query_name","qGI_score","FDR","query_gene","query_type","SMF_library","SMF_query","metric(qGI_score+SMF_library)"
"ADAMTSL4","SLC3A2_137_min",-0.5119153703761,0.00458816061935619,"SLC3A2","min",-0.314686963293173,0.176473118717745,-0.826602333669273
"ADAR","ACTB_165_min",-0.328879303019711,0.0476597896053782,"ACTB","min",0.0672762640632365,-1.3059780764272,-0.261603038956475
"ADAR","GFPT1_127_min",-0.366081323432455,0.0317557692372889,"GFPT1","min",0.0672762640632365,-0.550101160565831,-0.298805059369218
"ADAR","NRBP1_349_rich",-0.406187326091974,0.0587028201225248,"NRBP1","rich",-0.160901753752468,-0.981760950182618,-0.567089079844442
"ADAR","RICTOR_401_rich",-0.409533571434186,0.0981530322132828,"RICTOR","rich",-0.160901753752468,-1.55129587858734,-0.570435325186654
"ADAR","USP7_012_min",-0.476231601269705,0.0137129117731846,"USP7","min",0.0672762640632365,0.291515387548196,-0.408955337206468
"ADCK3","COQ9_279_rich",-0.858517994382646,7.63434637762255e-05,"COQ9","rich",-0.107956387248826,-0.534292109100405,-0.966474381631472
"ADCK4","BAK1_337_rich",-0.416974169014003,0.0899692667273101,"BAK1","rich",-0.207470022954339,-0.901878946498035,-0.624444191968342
"ADCK4","COQ9_279_rich",-1.10815100826778,6.87240759699998e-09,"COQ9","rich",-0.207470022954339,-0.534292109100405,-1.31562103122212
"ADCK4","FASTKD3_277_rich",-0.471996098850851,0.0411639402284365,"FASTKD3","rich",-0.207470022954339,-0.1647321358876,-0.67946612180519
"ADCK4","LATS1_399_rich",-0.352179994362663,0.0732889836067334,"LATS1","rich",-0.207470022954339,0.075636885141237,-0.559650017317002
"ADCK4","NAA38_224_rich",-0.756536861527786,3.08304332166616e-05,"NAA38","rich",-0.207470022954339,-2.31436169672078,-0.964006884482125
"ADCK4","NAT6_214_rich",-0.313709360060286,0.0994897443095074,"NAT6","rich",-0.207470022954339,-0.246636192827681,-0.521179383014625
"ADCK4","NDUFA2_159_rich",-0.354792716789389,0.0434847675158559,"NDUFA2","rich",-0.207470022954339,-1.40559869482585,-0.562262739743728
"ADCK4","PDCD10_327_rich",-0.486902692625512,0.00367330536675486,"PDCD10","rich",-0.207470022954339,0.433512480510617,-0.694372715579851
"ADCK4","PFN2_215_rich",-0.388488301263292,0.0669602883464388,"PFN2","rich",-0.207470022954339,-0.0137573634329587,-0.595958324217631
"ADCK4","PTPN11_163_min",-0.479863662078113,0.0573787054039675,"PTPN11","min",-0.175169003036576,-0.666460375769746,-0.655032665114689
"ADCY1","EMC6_231_rich",-0.486393435164524,0.0397586556317258,"EMC6","rich",0.00209211650662488,-1.17285180151228,-0.484301318657899
"ADCY5","NAT14_217_rich",-0.446038600758183,0.0735776131284587,"NAT14","rich",-0.151931132287983,-0.267229782746455,-0.597969733046166
"ADCY6","C1orf112_393_rich",-0.267657538266722,0.042754588864547,"C1orf112","rich",-0.442367984574686,-0.666320228375642,-0.710025522841408
"ADD1","USP14_142_min",-0.449172655070231,0.00643067689070455,"USP14","min",0.0648593878468238,-0.520178180583785,-0.384313267223407
"ADD3","ARL1_221_rich",-0.516785978779103,0.0478320330428276,"ARL1","rich",-0.0355669883591225,-0.131987622733933,-0.552352967138226
"ADD3","FANCA_353_rich",-0.477047939960495,0.08232999150182,"FANCA","rich",-0.0355669883591225,-1.11865993915876,-0.512614928319618
"ADH5","C1orf112_393_rich",-0.278120583334924,0.0372036786758764,"C1orf112","rich",-0.461623812436284,-0.666320228375642,-0.739744395771208
"ADH5","PC_219_rich",-0.347373398843343,0.0631179670888203,"PC","rich",-0.461623812436284,-0.36801423322917,-0.808997211279627
"ADH5","POLR2A_395_rich",-0.406634078390564,0.0219186158960449,"POLR2A","rich",-0.461623812436284,-0.723743903151917,-0.868257890826848
"ADK","ACTB_165_min",-0.498150715805399,0.0168517548911499,"ACTB","min",-0.031050013603083,-1.3059780764272,-0.529200729408482
"ADK","ATP5L_334_rich",-0.651114361178248,0.00372320148653838,"ATP5L","rich",-0.0412671939801942,-0.733990543864709,-0.692381555158442
"ADK","C12orf49_136_min",-0.485354441883853,0.0667265466322013,"C12orf49","min",-0.031050013603083,0.0772789189251666,-0.516404455486936
"ADK","NDUFA2_159_rich",-0.714631157126886,0.00156214087094939,"NDUFA2","rich",-0.0412671939801942,-1.40559869482585,-0.75589835110708
"ADK","NGLY1_097_min",-0.61011152361885,0.000212608209696933,"NGLY1","min",-0.031050013603083,-0.0660853472618729,-0.641161537221933
"ADK","PC_219_rich",-0.748441984184546,0.000201196967440003,"PC","rich",-0.0412671939801942,-0.36801423322917,-0.78970917816474
"ADK","SLC25A32_259_rich",-1.73999983284264,1.43315474604202e-09,"SLC25A32","rich",-0.0412671939801942,-0.635877749005006,-1.78126702682283
"ADNP","ARL1_221_rich",-0.912804550104081,0.00126133444104334,"ARL1","rich",-0.373954095014921,-0.131987622733933,-1.286758645119
"ADNP","ATP5J_242_rich",-0.682005780418146,0.00850343676350517,"ATP5J","rich",-0.373954095014921,-1.022664574965,-1.05595987543307
"ADNP","ATP5L_334_rich",-0.774785763631839,0.00813785830438606,"ATP5L","rich",-0.373954095014921,-0.733990543864709,-1.14873985864676
"ADNP","ATPAF2_236_rich",-0.864109615830061,0.000421854120921046,"ATPAF2","rich",-0.373954095014921,-1.24588279852265,-1.23806371084498
"ADNP","DLAT_321_rich",-0.681387811729342,0.0286104309697867,"DLAT","rich",-0.373954095014921,-0.138169888702848,-1.05534190674426
"ADNP","EMC6_231_rich",-0.616517304766888,0.0536217402034174,"EMC6","rich",-0.373954095014921,-1.17285180151228,-0.990471399781809
"ADNP","GSK3A_247_rich",-0.502856835647243,0.0865655667168303,"GSK3A","rich",-0.373954095014921,-0.0235399473345744,-0.876810930662164
"ADNP","NAA35_206_rich",-0.592656525204533,0.073253901835875,"NAA35","rich",-0.373954095014921,-1.52930018734108,-0.966610620219454
"ADNP","NDUFA2_159_rich",-0.560861239442173,0.0271810202782928,"NDUFA2","rich",-0.373954095014921,-1.40559869482585,-0.934815334457094
"ADNP","PGLS_046_min",-0.725463501601935,0.0164787675556214,"PGLS","min",-0.298918815992663,-1.01335111185333,-1.0243823175946
"ADNP","STAG2_389_rich",-0.545183351534398,0.050090706987409,"STAG2","rich",-0.373954095014921,-0.972241104385054,-0.919137446549319
"ADNP","TAZ_203_rich",-1.04528679951692,1.29510098585149e-05,"TAZ","rich",-0.373954095014921,-2.23528224640466,-1.41924089453184
"ADNP","TOMM7_220_rich",-0.734052906464363,0.00442472684341295,"TOMM7","rich",-0.373954095014921,-0.396727096804361,-1.10800700147928
"ADNP","TUBB_312_rich",-0.563274486497799,0.0813188619851632,"TUBB","rich",-0.373954095014921,-3.08855124608542,-0.93722858151272
"ADPRHL2","PIH1D1_383_rich",-0.501112204911824,0.0297173720816677,"PIH1D1","rich",-0.444969953695028,-1.39721218695006,-0.946082158606852
"ADPRHL2","POLR2A_395_rich",-0.421127130519037,0.0128962009969363,"POLR2A","rich",-0.444969953695028,-0.723743903151917,-0.866097084214065
"ADPRHL2","SETDB1_329_rich",-0.505668095466683,0.093226083483745,"SETDB1","rich",-0.444969953695028,-0.106186400751038,-0.950638049161711
"ADRA2A","ATG9A_254_rich",-0.324145106591923,0.0716525709016358,"ATG9A","rich",0.000298414607783866,-0.966409186637981,-0.323846691984139
"ADRA2A","POLR2A_395_rich",-0.383158971585327,0.0169624596751667,"POLR2A","rich",0.000298414607783866,-0.723743903151917,-0.382860556977543
"ADRA2A","RICTOR_401_rich",-0.370982357315669,0.0981530322132828,"RICTOR","rich",0.000298414607783866,-1.55129587858734,-0.370683942707885
"ADRB1","ATG5_128_min",-0.488623956139261,0.0568853635585352,"ATG5","min",-0.0306525521744189,-0.247898183000309,-0.51927650831368
"ADRB1","C1orf112_393_rich",-0.373545164989974,0.0233802110150085,"C1orf112","rich",0.0230962738882067,-0.666320228375642,-0.350448891101767
"ADRB1","FASTKD3_277_rich",-0.403277294996417,0.0397594128952547,"FASTKD3","rich",0.0230962738882067,-0.1647321358876,-0.38018102110821
"ADRB1","RHOA_381_rich",-0.303083804254526,0.0680873001733254,"RHOA","rich",0.0230962738882067,-0.695490493405451,-0.279987530366319
"ADRB1","TUBB_312_rich",-0.337493362911462,0.0631898830251807,"TUBB","rich",0.0230962738882067,-3.08855124608542,-0.314397089023255
"ADRB2","MPV17_230_rich",-0.408382166121777,0.0725790571130176,"MPV17","rich",-0.00871713708360072,-0.00776413827152112,-0.417099303205378
"ADRB3","BCL2_338_rich",-0.442644974051566,0.0606209337792578,"BCL2","rich",0.0616008263473351,-0.394783758374041,-0.381044147704231
"ADRB3","EHMT2_156_min",-0.315862536092224,0.0459396264461662,"EHMT2","min",0.145575359106026,-0.731059921618947,-0.170287176986198
"ADRB3","USP14_142_min",-0.527815692298311,0.0135018114558754,"USP14","min",0.145575359106026,-0.520178180583785,-0.382240333192285
"ADSSL1","ATG9A_254_rich",-0.459630484329308,0.00591961880038189,"ATG9A","rich",-0.0329209923124272,-0.966409186637981,-0.492551476641735
"ADSSL1","CPT2_278_rich",-0.302289625927202,0.0714712068939227,"CPT2","rich",-0.0329209923124272,-0.269988179923762,-0.335210618239629
"ADSSL1","KIAA0100_112_min",-0.276273884275758,0.0777859370655818,"KIAA0100","min",-0.0753704338784043,-0.822900052947545,-0.351644318154162
"ADSSL1","NAA35_206_rich",-0.413588799286986,0.0612460860319701,"NAA35","rich",-0.0329209923124272,-1.52930018734108,-0.446509791599413
"ADSSL1","POLR2A_395_rich",-0.438616120199433,0.0134279890675491,"POLR2A","rich",-0.0329209923124272,-0.723743903151917,-0.47153711251186
"ADSSL1","PPOX_185_min",-0.293833475476863,0.0942886473733103,"PPOX","min",-0.0753704338784043,-0.301465218721775,-0.369203909355267
"ADSSL1","PRKAB1_152_min",-0.34994252873469,0.0472645580633261,"PRKAB1","min",-0.0753704338784043,-0.855933310228989,-0.425312962613094
"AEBP1","DLAT_321_rich",-0.378978874614343,0.0653213740541386,"DLAT","rich",-0.0134999755106764,-0.138169888702848,-0.392478850125019
"AFF2","BMI1_105_min",-0.507687304743059,0.0561014399411803,"BMI1","min",0.202699300039732,0.0928384784206818,-0.304988004703327
"AFF2","NAA35_206_rich",-0.400654990617476,0.0267824663510692,"NAA35","rich",0.217557894524799,-1.52930018734108,-0.183097096092677
"AFF2","USP10_013_min",-0.574456884617663,0.0880750520428845,"USP10","min",0.202699300039732,-0.751852845586228,-0.371757584577931
"AFF3","CDKN2B_306_rich",-0.300306245906714,0.0753807281306807,"CDKN2B","rich",-0.368197510037487,0.00578030725876051,-0.668503755944201
"AFF3","CRIPT_260_rich",-0.430969919133447,0.0502486073102736,"CRIPT","rich",-0.368197510037487,-0.30293875946562,-0.799167429170934
"AFF3","FASN_004_min",-0.418403593178591,0.0722043536440836,"FASN","min",-0.38894495210516,-0.51017025850959,-0.807348545283751
"AFP","BCL2_338_rich",-0.447055162841268,0.0506836078951316,"BCL2","rich",-0.0207397807621077,-0.394783758374041,-0.467794943603376
"AFP","SLX1_239_rich",-0.357881071974309,0.0753109571011999,"SLX1","rich",-0.0207397807621077,0,-0.378620852736417
"AFP","TAPT1_141_min",-0.681513742405053,0.00248951241966616,"TAPT1","min",-0.0982775399807849,-0.968740270231911,-0.779791282385838
"AFP","VDAC1_368_rich",-0.465873099388881,0.0537950202261125,"VDAC1","rich",-0.0207397807621077,-0.759720865513102,-0.486612880150989
"AGBL1","POLR2A_395_rich",-0.50224408789607,0.0375666276629532,"POLR2A","rich",-0.290143687065226,-0.723743903151917,-0.792387774961296
"AGBL1","SLC3A2_137_min",-0.452529344039035,0.0674858410598005,"SLC3A2","min",-0.449979082137033,0.176473118717745,-0.902508426176068
"AGBL5","CCDC101_062_min",-0.233400892911591,0.0504910490967102,"CCDC101","min",-0.244049778502791,-0.460855911737687,-0.477450671414382
"AGBL5","KIAA0100_112_min",-0.341928419366371,0.0828764793867754,"KIAA0100","min",-0.244049778502791,-0.822900052947545,-0.585978197869162
"AGK","ACO2_050_min",-0.566039853530815,0.0438473633908447,"ACO2","min",-0.68709724135582,-0.118858845865136,-1.25313709488663
"AGK","AKT1_380_rich",-0.28881567754155,0.0674569841696523,"AKT1","rich",-0.342889477176563,-0.297690049731002,-0.631705154718113
"AGK","ATP5J_242_rich",-0.497045693141138,0.000916354476650795,"ATP5J","rich",-0.342889477176563,-1.022664574965,-0.839935170317701
"AGK","ATP5L_334_rich",-0.632267341505996,0.000378078936494129,"ATP5L","rich",-0.342889477176563,-0.733990543864709,-0.975156818682559
"AGK","ATPAF2_236_rich",-0.440291502114495,0.00844850598852009,"ATPAF2","rich",-0.342889477176563,-1.24588279852265,-0.783180979291058
"AGK","BMI1_105_min",-0.574919848424783,0.0345543509085491,"BMI1","min",-0.68709724135582,0.0928384784206818,-1.2620170897806
"AGK","BRD1_083_min",-0.582590026784684,0.0350768625997852,"BRD1","min",-0.68709724135582,-1.01658613493512,-1.2696872681405
"AGK","DDI2_270_rich",-0.440752619437876,0.0296661936914789,"DDI2","rich",-0.342889477176563,-0.392669681084805,-0.783642096614439
"AGK","DNAJA1_363_rich",-0.349254064745974,0.0877236725691596,"DNAJA1","rich",-0.342889477176563,-1.04349716540222,-0.692143541922537
"AGK","EXO1_384_rich",-0.633116414369055,0.00267853073815146,"EXO1","rich",-0.342889477176563,-0.877213474586075,-0.976005891545618
"AGK","FOXRED1_226_rich",-0.475380281414976,0.03614147792529,"FOXRED1","rich",-0.342889477176563,-1.02663075410245,-0.818269758591539
"AGK","HGS_311_rich",-0.743364713467753,0.000483192777338592,"HGS","rich",-0.342889477176563,-1.02215427174758,-1.08625419064432
"AGK","LUZP1_283_rich",-0.810399789273945,0.00232273756751495,"LUZP1","rich",-0.342889477176563,0.25280454635215,-1.15328926645051
"AGK","NDUFA2_159_rich",-0.469146396768644,0.0419673954138343,"NDUFA2","rich",-0.342889477176563,-1.40559869482585,-0.812035873945207
"AGK","PSMC5_315_rich",-0.446643018080752,0.0653599734939082,"PSMC5","rich",-0.342889477176563,-2.73112417910654,-0.789532495257315
"AGK","SHROOM2_284_rich",-0.365987805945483,0.0373318228765294,"SHROOM2","rich",-0.342889477176563,0.256273293022302,-0.708877283122046
"AGK","SLC35A1_115_min",-0.409788297988259,0.0670270397473084,"SLC35A1","min",-0.68709724135582,-0.25646205403258,-1.09688553934408
"AGK","SLX1_239_rich",-0.507448448728529,0.0200239619228951,"SLX1","rich",-0.342889477176563,0,-0.850337925905092
"AGK","SP1_157_min",-0.366395260726979,0.0659469915638672,"SP1","min",-0.68709724135582,-0.719378169264242,-1.0534925020828
"AGK","TAZ_203_rich",-1.01002098860807,4.94101134851581e-07,"TAZ","rich",-0.342889477176563,-2.23528224640466,-1.35291046578463
"AGK","TMEM126A_309_rich",-0.437235173083828,0.0676079746969784,"TMEM126A","rich",-0.342889477176563,-0.411480154104907,-0.780124650260391
"AGK","TUBB_312_rich",-0.484627578652512,0.0200675361640217,"TUBB","rich",-0.342889477176563,-3.08855124608542,-0.827517055829075
"AGO1","EIF4H_359_rich",-0.505756922681559,0.0890578410353541,"EIF4H","rich",-0.413894151950907,-0.945346505040691,-0.919651074632466
"AGO1","NF2_065_min",-0.384492905090508,0.0677196370766727,"NF2","min",-0.291653786201985,-0.26323296520172,-0.676146691292493
"AGO1","NGLY1_097_min",-0.500527347453757,0.0071039638630919,"NGLY1","min",-0.291653786201985,-0.0660853472618729,-0.792181133655742
"AGO1","VHL_034_min",-0.456107664700545,0.0345267461357321,"VHL","min",-0.291653786201985,-3.09824856242885,-0.74776145090253
"AGO2","ACTG1_124_min",-0.229236327313074,0.0954361109993599,"ACTG1","min",0.116047308000089,-1.05195166698319,-0.113189019312985
"AGO2","ANGPTL4_272_rich",-0.455094698378001,0.00613319090873635,"ANGPTL4","rich",-0.139285948732983,-0.104097874162364,-0.594380647110984
"AGO2","ATG5_128_min",-0.239386388715894,0.0757330961387043,"ATG5","min",0.116047308000089,-0.247898183000309,-0.123339080715805
"AGO2","BAK1_337_rich",-0.51606217020341,0.0369539375556063,"BAK1","rich",-0.139285948732983,-0.901878946498035,-0.655348118936393
"AGO2","BCL2_338_rich",-0.712824158229269,2.72868825469093e-06,"BCL2","rich",-0.139285948732983,-0.394783758374041,-0.852110106962252
"AGO2","BMI1_105_min",-0.41237055947236,0.0283377490380925,"BMI1","min",0.116047308000089,0.0928384784206818,-0.296323251472271
"AGO2","CCDC101_062_min",-0.565600382405699,3.85297437212121e-06,"CCDC101","min",0.116047308000089,-0.460855911737687,-0.44955307440561
"AGO2","CDC42_167_min",-0.38919738266396,0.0255336881320752,"CDC42","min",0.116047308000089,-1.26661655124675,-0.273150074663871
"AGO2","CDKN2B_306_rich",-0.559929263773889,0.00744506096516871,"CDKN2B","rich",-0.139285948732983,0.00578030725876051,-0.699215212506872
"AGO2","DLAT_321_rich",-0.675861972952751,0.00244452072603478,"DLAT","rich",-0.139285948732983,-0.138169888702848,-0.815147921685734
"AGO2","EHMT2_156_min",-0.323539284643365,0.0177422038571274,"EHMT2","min",0.116047308000089,-0.731059921618947,-0.207491976643276
"AGO2","FASN_004_min",-0.704567568150287,9.13389529477521e-07,"FASN","min",0.116047308000089,-0.51017025850959,-0.588520260150198
"AGO2","IDH2_018_min",-0.5111413419638,0.00927597627897546,"IDH2","min",0.116047308000089,-0.0595678664640548,-0.395094033963711
"AGO2","ITGB1_148_rich",-0.706747177138515,0.000542405991880112,"ITGB1","rich",-0.139285948732983,-0.505220038336658,-0.846033125871498
"AGO2","KAT7_173_min",-0.468170007677854,0.000191717868511205,"KAT7","min",0.116047308000089,-1.34814165207953,-0.352122699677765
"AGO2","KLF10_064_min",-0.601093531810527,0.00300112370917281,"KLF10","min",0.116047308000089,-0.404913407493258,-0.485046223810438
"AGO2","MGAT1_116_min",-0.24788315424426,0.0277198490632461,"MGAT1","min",0.116047308000089,-0.513177188651783,-0.131835846244171
"AGO2","PHGDH_047_min",-0.446569264820406,0.00137443020016801,"PHGDH","min",0.116047308000089,-0.119328971384763,-0.330521956820317
"AGO2","PIGO_123_min",-0.430012632040288,0.00267043048119003,"PIGO","min",0.116047308000089,-1.29069723448006,-0.313965324040199
"AGO2","PTEN_409_rich",-0.514128950303205,0.0674017376644215,"PTEN","rich",-0.139285948732983,-0.21900981372642,-0.653414899036188
"AGO2","RAB14_302_rich",-0.581767463987128,0.00427779054181104,"RAB14","rich",-0.139285948732983,-0.2139165295652,-0.721053412720111
"AGO2","SLC16A1_033_min",-0.547930488037331,0.00506428451379911,"SLC16A1","min",0.116047308000089,0.216481417694968,-0.431883180037242
"AGO2","SLC25A32_259_rich",-0.616163161487249,0.000105446083685637,"SLC25A32","rich",-0.139285948732983,-0.635877749005006,-0.755449110220232
"AGO2","SLC35A1_115_min",-0.341079446368725,0.0111832251167383,"SLC35A1","min",0.116047308000089,-0.25646205403258,-0.225032138368636
"AGO2","SLX1_239_rich",-0.611423323530708,0.00108420325614076,"SLX1","rich",-0.139285948732983,0,-0.750709272263691
"AGO2","SP1_157_min",-0.568730097828906,0.000169586263180559,"SP1","min",0.116047308000089,-0.719378169264242,-0.452682789828817
"AGO2","TUBB_312_rich",-0.361861793688791,0.094396223468246,"TUBB","rich",-0.139285948732983,-3.08855124608542,-0.501147742421774
"AGO2","UAP1L1_119_min",-0.446844575635402,0.00360113175942519,"UAP1L1","min",0.116047308000089,-0.054318062158245,-0.330797267635313
"AGO2","USP7_012_min",-0.357180614959099,0.0204117100035548,"USP7","min",0.116047308000089,0.291515387548196,-0.24113330695901
"AGO2","VPS52_241_rich",-0.610041726397797,2.23372425258156e-05,"VPS52","rich",-0.139285948732983,-1.41695529171255,-0.74932767513078
"AGPAT2","BRD4_037_min",-0.382061778079403,0.0883893233309404,"BRD4","min",0.0620640453545557,-1.33826033052614,-0.319997732724847
"AGPAT2","C12orf49_136_min",-0.408962998013253,0.0530401376437603,"C12orf49","min",0.0620640453545557,0.0772789189251666,-0.346898952658697
