gene	Nucleus	Nucleolus	Mitochondrion	Peroxisome	Endoplasmic reticulum	Cytoskeleton & Plasma membrane	Golgi & Endosome & Lysosome
CCEPR	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCND2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCND2-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD27-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH23-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDIPT-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDKN1A-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDKN2A-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDKN2B-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDR1as	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDR1-AS	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDRT7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CEBPA-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CEBPB-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CECR3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CECR5-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CECR7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CECR9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CEP83-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CERS6-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CFLAR-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CH17-118O6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CH17-360D5.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CH17-80A12.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CH507-210P18.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CH507-42P11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CH507-513H4.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CH507-513H4.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CH507-513H4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CH507-513H4.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHKB-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHL1-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHODL-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRM3-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIRBP-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CISTR	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKMT2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN10-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLRN1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL18A1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COLCA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COPG2IT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CoTC_ribozyme	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COX10-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPB2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPEB2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPEB3_ribozyme	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPS1-IT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRHR1-IT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRNDE	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRYM-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSMD2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSNK1G2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTA-221G9.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTA-228A9.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTA-280A3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTA-331P3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTA-384D8.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTA-384D8.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTA-941F9.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-113D17.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-113P19.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-114C7.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-118P15.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-129P6.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-12O2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-147C22.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-161M19.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-193M12.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-22K21.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-30L5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-31O20.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-35F21.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-41I6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-4E7.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-51J22.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-58E17.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-83J4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-99A3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTBP1-AS	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTBP1-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-231O11.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-232P5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-250I14.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-260E6.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-260E6.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-273B12.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-276P9.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-293G12.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-297N7.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-327F10.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-340A15.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-351M12.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-378H22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-428H11.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-429P9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-436K13.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-436P18.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-444N24.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-455F18.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-458I2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-459F4.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-467M3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-471J1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-487M23.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-498M16.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-498M16.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-505O3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-518B2.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-518B2.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-523E23.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-523E23.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-535M15.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-575N7.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2006O16.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2015G9.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2015H3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2020K17.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2023N9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2031P19.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2033A16.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2033D15.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2047H16.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2061E9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2116N20.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2131I18.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2144E22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2154H6.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2165H16.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2171N6.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2184D3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2187J20.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2194D22.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2196E14.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2207P18.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2218G20.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2227E11.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2231H16.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2245E15.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2245F17.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2246P4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2256P15.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2256P15.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2260A17.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2260A17.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2263F21.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2281E23.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2291D10.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2292P10.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2300H10.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2302E22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2331D11.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2336O2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2349P21.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2357A8.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2358C21.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2374C24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2377D24.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2378E21.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2383M3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2510F5.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2521M24.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2527I21.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2537I9.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2540F13.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2541M15.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2545H1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2547G23.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2552K11.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2555A7.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2555O16.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2561F5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2562J17.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2574D22.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2589M5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2600O9.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2616J11.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2620I22.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-3014M21.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-3032H12.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-3051D23.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-3064M3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-3098H1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-3128G10.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-3137H5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-3179P9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-3247F14.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-3252C9.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXorf51B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP17A1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP1B1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP4A22-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D21S2088E	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAB1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DACOR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DACT3-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DALIR	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DANCR	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAOA-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAPK1-IT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DARS-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBET	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DCTN1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDR1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDX11-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEPDC1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DGCR10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DGCR11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DGCR12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DGCR5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DGCR9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHRS4-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DIAPH2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DIAPH3-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DICER1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DIO2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DIO3OS	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DISC1FP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DISC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DKFZP434I0714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DKFZP434K028	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DKFZP434L187	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DKFZp779M0652	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLEU1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLEU1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLEU2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLEU7-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLG1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLG2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLG5-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLGAP1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLGAP1-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLGAP4-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLX2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLX6-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLX6-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAH17-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAJB8-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC3-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNM3OS	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DOCK9-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPP10-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPYD-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPYD-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPYD-IT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSCAM-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSCAS	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSCR10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSCR9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSG2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DYNLL1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EAF1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBLN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EDNRB-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EGFLAM-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EGFR-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EGOT	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EHHADH-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EIF1AX-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EIF1B-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EIF3J-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ELDR	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ELFN1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ELMO1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ELOVL2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EML2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EMX2OS	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENO1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENO1-IT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARF5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M6PR	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FKBP4	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP26B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFAF7	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FUCA2	0.0	0.0	0.0	0.0	0.0	0.0	1.0
HS3ST1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA3F	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CFTR	1.0	0.0	0.0	0.0	0.0	1.0	1.0
CYP51A1	0.0	0.0	0.0	0.0	1.0	0.0	0.0
USP28	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC7A2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PDK4	0.0	0.0	1.0	0.0	0.0	0.0	0.0
USH1C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RALA	0.0	0.0	0.0	0.0	0.0	1.0	0.0
BAIAP2L1	1.0	0.0	0.0	0.0	0.0	1.0	0.0
CACNG3	0.0	0.0	0.0	0.0	0.0	1.0	0.0
TMEM132A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DVL2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
RPAP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SKAP2	1.0	0.0	0.0	0.0	0.0	1.0	0.0
PRSS21	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOXA11	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CX3CL1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
TRAPPC6A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WDR54	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPATA20	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CEACAM7	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RHBDD2	0.0	0.0	0.0	0.0	0.0	0.0	1.0
TSR3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OSBPL7	1.0	0.0	0.0	0.0	0.0	0.0	0.0
YBX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGA3	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KRT33A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TFAP2D	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRY1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PGLYRP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
STARD3NL	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CAMK1G	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD74	1.0	0.0	0.0	0.0	0.0	1.0	1.0
FAM76A	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CPA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SYPL1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RANBP9	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CD4	0.0	0.0	0.0	0.0	0.0	1.0	1.0
TSPAN9	0.0	0.0	0.0	0.0	0.0	1.0	0.0
QPCTL	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PPP5C	1.0	0.0	0.0	0.0	0.0	0.0	0.0
UBR7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAP4K5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INMT	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERCC1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GPRC5A	0.0	0.0	0.0	0.0	0.0	1.0	0.0
HEBP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COX15	0.0	0.0	1.0	0.0	0.0	0.0	0.0
MS4A12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGPD5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XYLT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCTR	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RALBP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSD	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SYT13	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC7A9	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RTFDC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RB1CC1	1.0	0.0	0.0	0.0	0.0	0.0	1.0
AKAP11	1.0	0.0	0.0	0.0	0.0	1.0	0.0
PIGQ	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH17	1.0	0.0	0.0	0.0	0.0	1.0	0.0
B4GALT7	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FAM13B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHPF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC7	0.0	0.0	0.0	0.0	0.0	1.0	0.0
GABARAPL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYOC	0.0	0.0	1.0	0.0	1.0	0.0	1.0
FAM136A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTC	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TTC17	0.0	0.0	0.0	0.0	0.0	1.0	0.0
HOXC8	1.0	0.0	0.0	0.0	0.0	1.0	0.0
MRI1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BOD1L1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TARBP1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
RTN4R	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PSMA4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZPBP	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCP2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
DCN	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF17	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MRPS10	0.0	0.0	1.0	0.0	0.0	0.0	0.0
GRN	0.0	0.0	0.0	0.0	1.0	1.0	1.0
THAP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VAMP3	0.0	0.0	0.0	0.0	0.0	1.0	1.0
UTS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RCN1	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RFC2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R3F	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIAA2022	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF5	1.0	0.0	0.0	0.0	0.0	0.0	0.0
NFE2L3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TLL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NNAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CBLN4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN11	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FAM168A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RELT	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PKP2	1.0	0.0	0.0	0.0	0.0	1.0	0.0
YIPF1	1.0	0.0	0.0	0.0	0.0	1.0	1.0
ADCK2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INPP4A	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC2A3	0.0	0.0	0.0	0.0	0.0	1.0	0.0
STYK1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
